	GCF_000267545.1_ASM26754v1_genomic.fna	GCF_001648195.1_ASM164819v1_genomic.fna	GCF_000590475.1_ASM59047v1_genomic.fna	GCF_000195105.1_ASM19510v1_genomic.fna	GCF_000818015.1_ASM81801v1_genomic.fna	GCF_000661915.1_ASM66191v1_genomic.fna	GCF_001038645.1_ASM103864v1_genomic.fna	GCF_000327065.1_ASM32706v1_genomic.fna	GCF_000279165.1_ASM27916v1_genomic.fna	GCF_000013785.1_ASM1378v1_genomic.fna	GCF_000016565.1_ASM1656v1_genomic.fna	GCF_000219605.1_ASM21960v1_genomic.fna	SAMD00059319_PSCT_BDJA01_FF.fna
PSCT_02551	0.99	0.90	0.89	0.94	0.89	1.00	0.94	1.00	0.88	0.94	0.00	0.94	1.00
PSCT_02552	0.98	0.88	0.82	0.95	0.82	0.99	0.95	1.00	0.85	0.95	0.12	0.95	1.00
PSCT_02553	0.85	0.64	0.61	0.79	0.57	0.86	0.79	1.00	0.64	0.79	0.00	0.79	1.00
PSCT_02554	0.91	0.79	0.78	0.91	0.79	0.92	0.90	1.00	0.81	0.91	0.34	0.94	1.00
PSCT_02555	0.90	0.66	0.65	0.87	0.64	0.89	0.88	1.00	0.64	0.88	0.08	0.57	1.00
PSCT_02556	0.96	0.94	0.93	0.78	0.78	0.96	0.78	1.00	0.78	0.78	0.78	0.78	1.00
PSCT_02557	0.94	0.04	0.00	0.93	0.00	0.93	0.93	1.00	0.04	0.93	0.00	0.93	1.00
PSCT_02558	0.89	0.71	0.73	0.80	0.00	0.86	0.80	0.99	0.00	0.80	0.00	0.80	1.00
PSCT_02559	0.99	0.93	0.95	0.96	0.49	0.99	0.96	1.00	0.74	0.96	0.38	0.96	1.00
PSCT_02560	0.99	0.00	0.78	0.00	0.00	0.94	0.00	1.00	0.08	0.00	0.00	0.00	1.00
PSCT_02561	0.94	0.90	0.92	0.91	0.32	0.96	0.91	1.00	0.88	0.91	0.81	0.90	1.00
PSCT_02562	0.87	0.80	0.83	0.91	0.15	0.95	0.91	1.00	0.75	0.91	0.70	0.91	1.00
PSCT_02563	0.94	0.93	0.08	0.92	0.89	0.96	0.95	1.00	0.08	0.92	0.08	0.93	1.00
PSCT_02564	0.93	0.93	0.92	0.93	0.20	0.97	0.94	1.00	0.20	0.95	0.78	0.94	1.00
PSCT_02565	0.28	0.68	0.72	0.84	0.00	0.87	0.84	1.00	0.33	0.82	0.43	0.84	1.00
PSCT_02566	0.95	0.90	0.91	0.97	0.90	0.98	0.97	1.00	0.91	0.97	0.18	0.97	1.00
PSCT_02567	1.00	0.86	0.86	0.99	0.96	0.99	0.74	1.00	0.86	0.99	0.85	0.99	1.00
PSCT_02568	0.94	0.79	0.80	0.93	0.83	0.94	0.93	1.00	0.81	0.93	0.75	0.93	1.00
PSCT_02569	0.06	0.07	0.06	0.85	0.06	0.07	0.85	1.00	0.06	0.84	0.45	0.85	1.00
PSCT_02570	0.95	0.82	0.84	0.95	0.83	0.90	0.95	1.00	0.83	0.95	0.81	0.95	1.00
PSCT_02571	0.99	0.86	0.86	0.99	0.92	0.99	0.99	1.00	0.94	0.99	0.71	0.99	1.00
PSCT_02572	1.00	0.97	0.97	1.00	0.94	1.00	1.00	1.00	0.97	1.00	0.92	1.00	1.00
PSCT_02573	0.97	0.88	0.87	0.99	0.86	0.99	0.52	1.00	0.86	0.99	0.79	0.99	1.00
PSCT_02574	0.99	0.95	0.94	1.00	0.95	1.00	1.00	1.00	0.94	1.00	0.91	0.99	1.00
PSCT_02575	0.93	0.55	0.50	0.97	0.67	0.53	0.55	0.54	0.00	0.96	0.56	0.97	1.00
PSCT_02576	0.86	0.00	0.00	0.93	0.38	0.00	0.00	0.00	0.00	0.93	0.00	0.93	1.00
PSCT_02577	0.91	0.00	0.23	0.94	0.39	0.00	0.00	0.23	0.00	0.93	0.00	0.93	1.00
PSCT_02578	0.92	0.00	0.00	0.98	0.68	0.00	0.03	0.00	0.00	0.98	0.00	0.98	1.00
PSCT_02579	0.89	0.00	0.00	0.95	0.42	0.00	0.00	0.00	0.00	0.95	0.00	0.94	1.00
PSCT_02580	0.91	0.08	0.00	0.94	0.51	0.06	0.06	0.08	0.00	0.94	0.07	0.94	1.00
PSCT_02581	0.95	0.02	0.03	0.98	0.74	0.02	0.03	0.03	0.02	0.98	0.02	0.98	1.00
PSCT_02582	0.95	0.00	0.00	0.99	0.73	0.00	0.00	0.00	0.00	0.99	0.02	0.99	1.00
PSCT_02583	0.97	0.02	0.02	0.90	0.57	0.02	0.02	0.02	0.03	0.91	0.02	0.90	1.00
PSCT_02584	0.97	0.91	0.90	0.96	0.90	0.99	0.95	1.00	0.93	0.96	0.90	0.95	1.00
PSCT_02585	1.00	0.84	0.88	0.98	0.98	1.00	0.98	1.00	0.93	0.99	0.74	1.00	1.00
PSCT_02586	0.93	0.78	0.78	0.90	0.79	0.94	0.90	1.00	0.77	0.90	0.68	0.90	1.00
PSCT_02587	0.03	0.00	0.03	0.97	0.03	0.99	0.03	1.00	0.03	0.03	0.03	0.03	1.00
PSCT_02588	0.99	0.92	0.91	0.98	0.96	1.00	0.98	1.00	0.92	0.98	0.88	0.98	1.00
PSCT_02589	0.96	0.85	0.85	0.94	0.86	0.97	0.95	1.00	0.86	0.95	0.81	0.95	1.00
PSCT_02590	0.90	0.89	0.89	0.89	0.89	0.99	0.89	1.00	0.88	0.89	0.86	0.89	1.00
PSCT_02591	0.99	0.93	0.92	1.00	0.95	1.00	1.00	1.00	0.92	0.98	0.83	0.99	1.00
PSCT_02592	0.96	0.84	0.83	0.94	0.80	0.96	0.94	0.99	0.83	0.94	0.76	0.93	1.00
PSCT_02593	0.99	0.93	0.94	0.98	0.92	0.98	0.98	1.00	0.92	0.98	0.90	0.98	1.00
PSCT_02594	0.95	0.79	0.81	0.95	0.84	0.98	0.95	1.00	0.83	0.95	0.56	0.95	1.00
PSCT_02595	0.76	0.56	0.55	0.77	0.59	0.94	0.76	0.99	0.57	0.76	0.03	0.76	1.00
PSCT_02596	0.84	0.61	0.54	0.82	0.49	0.88	0.82	1.00	0.63	0.82	0.04	0.82	1.00
PSCT_02597	0.88	0.72	0.73	0.89	0.66	0.89	0.88	1.00	0.74	0.89	0.58	0.89	1.00
PSCT_02598	0.96	0.89	0.90	0.98	0.95	0.97	0.97	1.00	0.90	0.96	0.70	0.98	1.00
PSCT_02599	0.98	0.90	0.92	0.98	0.93	0.99	0.98	1.00	0.92	0.96	0.90	0.98	1.00
PSCT_02600	0.90	0.77	0.75	0.93	0.86	0.99	0.91	0.99	0.77	0.92	0.77	0.93	1.00
PSCT_02601	0.99	0.90	0.89	0.98	0.92	1.00	0.98	0.99	0.88	0.99	0.88	0.98	1.00
PSCT_02602	0.83	0.68	0.68	0.82	0.69	0.89	0.82	0.89	0.77	0.93	0.64	0.82	1.00
PSCT_02604	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
PSCT_02605	0.28	0.00	0.00	0.16	0.00	0.16	0.16	0.00	0.00	0.16	0.00	0.16	1.00
PSCT_02606	0.14	0.00	0.00	0.00	0.00	0.23	0.00	0.00	0.03	0.00	0.14	0.00	1.00
PSCT_02607	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
PSCT_02608	0.16	0.12	0.00	0.00	0.00	0.21	0.00	0.12	0.12	0.00	0.19	0.00	1.00
PSCT_02609	0.24	0.00	0.00	0.04	0.00	0.24	0.04	0.00	0.00	0.00	0.24	0.04	1.00
PSCT_02610	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
PSCT_02611	0.00	0.04	0.05	0.00	0.04	0.00	0.00	0.04	0.00	0.00	0.06	0.00	1.00
PSCT_02612	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	1.00
PSCT_02613	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
PSCT_02614	0.00	0.00	0.03	0.03	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	1.00
PSCT_02615	0.00	0.11	0.11	0.11	0.00	0.10	0.11	0.20	0.00	0.11	0.10	0.10	1.00
PSCT_02616	0.57	0.25	0.21	0.31	0.30	0.58	0.20	0.27	0.24	0.21	0.24	0.20	1.00
PSCT_02617	0.15	0.06	0.07	0.53	0.07	0.14	0.07	0.07	0.06	0.41	0.08	0.08	1.00
PSCT_02618	0.85	0.47	0.14	0.84	0.14	0.83	0.82	0.98	0.52	0.81	0.17	0.80	1.00
PSCT_02619	0.89	0.53	0.55	0.92	0.00	0.91	0.92	0.95	0.83	0.93	0.00	0.93	1.00
PSCT_02620	0.14	0.14	0.99	1.00	0.99	1.00	1.00	1.00	0.96	1.00	0.96	1.00	1.00
PSCT_02621	0.31	0.69	0.73	0.94	0.74	0.95	0.94	0.96	0.83	0.94	0.74	0.94	1.00
PSCT_02622	0.00	0.00	0.00	0.94	0.69	0.99	0.96	0.99	0.91	0.96	0.85	0.96	1.00
PSCT_02623	0.00	0.00	0.06	0.94	0.93	0.96	0.94	0.98	0.91	0.93	0.88	0.94	1.00
PSCT_02624	0.23	0.24	0.24	0.96	0.95	0.97	0.96	0.97	0.94	0.95	0.90	0.96	1.00
PSCT_02625	0.17	0.15	0.15	0.91	0.90	0.99	0.91	0.99	0.93	0.91	0.86	0.90	1.00
PSCT_02626	0.34	0.35	0.34	0.93	0.87	0.94	0.93	0.98	0.88	0.93	0.79	0.93	1.00
PSCT_02627	0.96	0.57	0.56	0.95	0.24	0.95	0.94	0.97	0.23	0.94	0.71	0.95	1.00
PSCT_02628	0.88	0.74	0.71	0.84	0.70	0.92	0.85	0.93	0.77	0.84	0.07	0.88	1.00
PSCT_02629	0.92	0.80	0.78	0.94	0.74	0.99	0.93	0.99	0.77	0.93	0.69	0.95	1.00
PSCT_02630	1.00	0.98	0.98	0.99	0.96	1.00	0.99	1.00	0.96	1.00	0.85	0.99	1.00
PSCT_02631	0.98	0.92	0.92	0.97	0.93	0.99	0.97	0.99	0.91	0.98	0.90	0.97	1.00
PSCT_02632	0.97	0.97	0.96	0.97	0.94	0.98	0.97	0.98	0.95	0.97	0.90	0.97	1.00
PSCT_02633	0.88	0.68	0.68	0.90	0.73	0.94	0.90	0.94	0.08	0.85	0.53	0.90	1.00
PSCT_02634	0.93	0.14	0.15	0.95	0.81	0.99	0.95	0.99	0.14	0.93	0.13	0.95	1.00
PSCT_02635	0.83	0.08	0.08	0.83	0.74	0.92	0.83	0.92	0.08	0.82	0.09	0.83	1.00
PSCT_02636	0.97	0.81	0.81	0.98	0.89	0.97	0.98	0.97	0.80	0.97	0.83	0.97	1.00
PSCT_02637	0.99	0.85	0.86	0.99	0.91	0.99	0.99	0.99	0.87	0.98	0.85	0.99	1.00
PSCT_02638	0.99	0.15	0.17	0.99	0.93	1.00	0.99	1.00	0.19	0.99	0.86	0.62	1.00
PSCT_02639	0.97	0.12	0.28	0.14	0.86	0.14	0.14	0.14	0.28	0.14	0.72	0.14	1.00
PSCT_02640	0.95	0.00	0.00	0.00	0.83	0.00	0.00	0.00	0.77	0.07	0.70	0.07	1.00
PSCT_02641	0.94	0.16	0.66	0.10	0.83	0.16	0.10	0.16	0.81	0.10	0.80	0.00	0.99
PSCT_02642	0.98	0.75	0.75	0.95	0.87	0.97	0.95	0.97	0.73	0.94	0.76	0.95	1.00
PSCT_02643	0.99	0.86	0.86	0.96	0.92	0.99	0.96	0.99	0.80	0.96	0.86	0.96	1.00
PSCT_02644	0.88	0.62	0.61	0.86	0.71	0.89	0.86	0.90	0.61	0.86	0.65	0.86	1.00
PSCT_02645	0.89	0.61	0.53	0.90	0.37	0.89	0.90	0.91	0.43	0.90	0.45	0.90	1.00
PSCT_02646	0.92	0.85	0.83	0.90	0.90	0.92	0.90	0.99	0.88	0.90	0.75	0.90	1.00
PSCT_02647	0.97	0.71	0.91	0.95	0.92	0.97	0.95	1.00	0.00	0.95	0.83	0.95	1.00
PSCT_02648	0.95	0.82	0.16	0.94	0.89	0.99	0.94	1.00	0.00	0.93	0.87	0.94	1.00
PSCT_02649	0.99	0.88	0.07	0.99	0.96	0.99	0.99	1.00	0.06	0.98	0.92	0.99	1.00
PSCT_02650	0.91	0.91	0.92	0.95	0.92	0.92	0.96	1.00	0.88	0.94	0.87	0.96	1.00
PSCT_02651	0.98	0.96	0.94	0.99	0.96	0.98	0.99	1.00	0.95	0.99	0.93	0.99	1.00
PSCT_02652	0.96	0.88	0.75	0.95	0.78	0.97	0.95	1.00	0.77	0.96	0.77	0.96	1.00
PSCT_02653	0.96	0.53	0.57	0.88	0.48	0.94	0.84	1.00	0.49	0.84	0.39	0.84	1.00
PSCT_02654	0.99	0.96	0.95	0.98	0.93	0.99	0.97	1.00	0.94	0.97	0.92	0.97	1.00
PSCT_02655	0.98	0.88	0.90	0.98	0.92	0.98	0.98	0.99	0.85	0.98	0.79	0.98	1.00
PSCT_02656	0.98	0.76	0.74	0.95	0.83	0.96	0.94	0.98	0.77	0.95	0.00	0.95	1.00
PSCT_02657	0.99	0.89	0.88	0.98	0.94	0.99	0.98	1.00	0.90	0.98	0.31	0.98	1.00
PSCT_02658	0.95	0.89	0.88	1.00	0.96	0.95	1.00	0.99	0.87	0.99	0.11	1.00	1.00
PSCT_02659	0.97	0.87	0.89	0.97	0.90	0.98	0.98	1.00	0.85	0.98	0.00	0.98	1.00
PSCT_02660	0.98	0.90	0.90	0.98	0.93	0.99	0.98	1.00	0.92	0.98	0.07	0.98	1.00
PSCT_02661	0.94	0.27	0.00	0.94	0.74	0.94	0.94	1.00	0.29	0.94	0.34	0.94	1.00
PSCT_02662	0.97	0.89	0.66	0.93	0.92	0.98	0.92	0.99	0.93	0.94	0.77	0.92	1.00
PSCT_02663	0.89	0.66	0.65	0.86	0.71	0.92	0.86	0.99	0.66	0.86	0.61	0.86	1.00
PSCT_02664	0.99	0.94	0.94	0.98	0.95	1.00	0.99	1.00	0.96	0.98	0.82	0.98	1.00
PSCT_02665	0.98	0.89	0.89	0.98	0.88	0.98	0.98	1.00	0.88	0.97	0.76	0.98	1.00
PSCT_02666	0.99	0.90	0.88	0.97	0.83	1.00	0.97	1.00	0.89	0.97	0.77	0.98	1.00
PSCT_02667	0.98	0.77	0.67	0.89	0.12	0.98	0.89	0.99	0.80	0.92	0.15	0.89	1.00
PSCT_02668	0.97	0.68	0.71	0.94	0.15	0.96	0.95	1.00	0.92	0.96	0.74	0.95	1.00
PSCT_02669	0.88	0.42	0.20	0.83	0.10	0.97	0.84	0.99	0.80	0.84	0.26	0.84	1.00
PSCT_02670	0.98	0.64	0.62	0.99	0.94	1.00	0.86	1.00	0.86	0.99	0.16	0.99	1.00
PSCT_02671	0.97	0.66	0.67	0.97	0.90	0.98	0.98	1.00	0.75	0.96	0.08	0.98	1.00
PSCT_02672	0.97	0.67	0.66	0.99	0.93	1.00	0.98	1.00	0.80	0.97	0.05	0.98	1.00
PSCT_02673	0.98	0.54	0.56	0.99	0.87	1.00	0.98	1.00	0.69	0.98	0.00	0.99	1.00
PSCT_02674	0.88	0.27	0.24	0.86	0.79	0.97	0.87	0.98	0.53	0.87	0.00	0.87	1.00
PSCT_02675	0.97	0.92	0.91	0.97	0.92	0.98	0.97	0.97	0.88	0.97	0.04	0.97	1.00
PSCT_02676	0.95	0.77	0.77	0.94	0.80	0.95	0.93	0.96	0.78	0.95	0.10	0.95	1.00
PSCT_02678	0.53	0.07	0.08	0.08	0.07	0.52	0.53	0.61	0.65	0.08	0.57	0.26	1.00
PSCT_02679	0.88	0.00	0.00	0.00	0.00	0.89	0.92	0.92	0.92	0.00	0.80	0.00	1.00
PSCT_02680	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
PSCT_02681	0.15	0.00	0.00	0.14	0.14	0.15	0.14	0.14	0.14	0.14	0.15	0.53	1.00
PSCT_02682	0.00	0.00	0.00	0.15	0.00	0.50	0.00	0.00	0.25	0.51	0.00	0.51	1.00
PSCT_02683	0.07	0.00	0.00	0.00	0.00	0.07	0.00	0.07	0.00	0.00	0.00	0.00	1.00
PSCT_02684	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
PSCT_02685	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.05	0.05	0.00	1.00
PSCT_02686	0.04	0.04	0.00	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.00	0.04	1.00
PSCT_02687	0.11	0.50	0.11	0.12	0.52	0.11	0.12	0.27	0.12	0.39	0.11	0.52	1.00
PSCT_02688	0.29	0.24	0.00	0.37	0.22	0.00	0.00	0.00	0.00	0.51	0.00	0.22	1.00
PSCT_02689	0.00	0.23	0.00	0.22	0.00	0.21	0.00	0.22	0.24	0.24	0.00	0.00	1.00
PSCT_02690	0.00	0.21	0.00	0.00	0.18	0.00	0.00	0.17	0.00	0.00	0.00	0.00	1.00
PSCT_02691	0.22	0.32	0.20	0.00	0.33	0.00	0.22	0.33	0.00	0.22	0.21	0.00	1.00
PSCT_02693	0.87	0.74	0.74	0.83	0.80	0.89	0.82	0.97	0.69	0.82	0.63	0.82	1.00
PSCT_02694	0.99	0.91	0.91	0.96	0.94	0.98	0.95	0.99	0.91	0.96	0.89	0.96	1.00
PSCT_02695	0.98	0.93	0.93	0.97	0.93	0.99	0.97	0.99	0.94	0.97	0.85	0.97	1.00
PSCT_02696	1.00	1.00	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.97	1.00	1.00
PSCT_02697	1.00	0.97	0.98	1.00	0.95	1.00	1.00	1.00	0.98	1.00	0.92	1.00	1.00
PSCT_02698	0.98	0.89	0.00	0.95	0.92	0.97	0.95	1.00	0.89	0.95	0.87	0.95	1.00
PSCT_02699	0.97	0.82	0.00	0.96	0.84	0.99	0.97	1.00	0.88	0.97	0.72	0.97	1.00
PSCT_02700	0.98	0.90	0.19	0.95	0.93	0.99	0.95	1.00	0.91	0.95	0.87	0.95	1.00
PSCT_02701	0.94	0.71	0.17	0.93	0.77	0.96	0.91	0.97	0.69	0.93	0.67	0.91	1.00
PSCT_02702	0.93	0.68	0.23	0.90	0.71	0.98	0.90	0.98	0.67	0.90	0.62	0.90	1.00
PSCT_02703	0.94	0.85	0.86	0.91	0.89	0.96	0.91	1.00	0.86	0.91	0.81	0.91	1.00
PSCT_02704	0.91	0.78	0.80	0.96	0.81	0.98	0.95	1.00	0.78	0.95	0.77	0.95	1.00
PSCT_02705	0.96	0.60	0.60	0.93	0.89	0.98	0.93	1.00	0.58	0.93	0.59	0.93	1.00
PSCT_02706	0.98	0.85	0.86	0.99	0.92	1.00	0.99	1.00	0.86	0.99	0.85	0.99	1.00
PSCT_02707	0.94	0.73	0.71	0.92	0.77	0.92	0.92	0.99	0.72	0.92	0.71	0.92	1.00
PSCT_02708	1.00	0.97	0.98	0.99	0.98	1.00	0.99	1.00	0.97	0.99	0.96	0.99	1.00
PSCT_02709	0.96	0.63	0.63	1.00	0.71	0.87	1.00	1.00	0.62	1.00	0.62	1.00	1.00
PSCT_02710	0.90	0.44	0.40	0.89	0.68	0.97	0.89	1.00	0.65	0.89	0.38	0.89	1.00
PSCT_02711	0.93	0.81	0.82	0.92	0.84	0.96	0.93	0.99	0.84	0.93	0.83	0.93	1.00
PSCT_02712	0.96	0.91	0.91	0.96	0.87	0.94	0.96	0.99	0.88	0.96	0.85	0.95	1.00
PSCT_02713	0.80	0.63	0.14	0.61	0.39	0.79	0.60	0.99	0.17	0.60	0.16	0.61	1.00
PSCT_02714	0.94	0.85	0.00	0.84	0.71	0.90	0.93	1.00	0.00	0.84	0.08	0.84	1.00
PSCT_02715	0.86	0.81	0.00	0.91	0.81	0.90	0.92	1.00	0.00	0.91	0.00	0.91	1.00
PSCT_02716	0.93	0.94	0.20	0.94	0.92	0.97	0.94	1.00	0.22	0.94	0.23	0.94	1.00
PSCT_02717	0.96	0.93	0.21	0.96	0.95	0.98	0.96	1.00	0.21	0.96	0.23	0.96	1.00
PSCT_02718	0.95	0.92	0.00	1.00	0.94	1.00	0.97	1.00	0.00	1.00	0.00	1.00	1.00
PSCT_02719	0.86	0.61	0.00	0.86	0.64	0.63	0.86	1.00	0.15	0.86	0.00	0.86	1.00
PSCT_02720	0.84	0.23	0.65	0.87	0.23	0.25	0.88	0.99	0.24	0.87	0.18	0.88	1.00
PSCT_02721	0.93	0.69	0.66	0.96	0.69	0.94	0.96	1.00	0.68	0.96	0.60	0.96	1.00
PSCT_02722	0.84	0.68	0.68	0.91	0.67	0.98	0.91	0.94	0.68	0.91	0.64	0.92	1.00
PSCT_02723	0.98	0.86	0.87	0.98	0.18	0.98	0.98	0.98	0.19	0.98	0.19	0.98	1.00
PSCT_02724	0.93	0.81	0.81	0.91	0.80	0.96	0.91	0.93	0.79	0.91	0.06	0.91	1.00
PSCT_02725	0.95	0.53	0.53	0.92	0.29	0.94	0.86	0.95	0.52	0.93	0.31	0.92	1.00
PSCT_02726	0.96	0.79	0.58	0.96	0.08	0.97	0.95	0.96	0.58	0.95	0.10	0.95	1.00
PSCT_02727	0.98	0.95	0.92	1.00	0.08	0.99	0.98	0.99	0.90	0.98	0.88	0.98	1.00
PSCT_02728	0.95	0.85	0.84	0.95	0.04	0.97	0.75	0.98	0.87	0.94	0.80	0.94	1.00
PSCT_02729	0.91	0.80	0.78	0.89	0.11	0.95	0.90	0.99	0.81	0.89	0.77	0.89	1.00
PSCT_02730	0.97	0.13	0.13	0.94	0.06	0.97	0.94	0.99	0.07	0.94	0.09	0.94	1.00
PSCT_02731	0.97	0.82	0.79	0.95	0.10	0.97	0.94	0.99	0.84	0.94	0.74	0.94	1.00
PSCT_02732	0.94	0.62	0.64	0.74	0.09	0.96	0.88	1.00	0.70	0.88	0.64	0.87	1.00
PSCT_02733	0.94	0.84	0.85	0.87	0.00	0.94	0.93	0.98	0.88	0.93	0.80	0.92	1.00
PSCT_02734	0.87	0.80	0.82	0.84	0.00	0.86	0.88	0.98	0.82	0.87	0.78	0.87	1.00
PSCT_02735	0.84	0.61	0.62	0.80	0.05	0.83	0.84	0.98	0.37	0.84	0.64	0.84	1.00
PSCT_02736	0.84	0.66	0.63	0.78	0.08	0.92	0.79	0.95	0.18	0.78	0.65	0.79	0.99
PSCT_02737	0.90	0.65	0.70	0.84	0.07	0.96	0.82	0.98	0.23	0.81	0.61	0.81	1.00
PSCT_02738	0.95	0.29	0.80	0.81	0.29	0.94	0.91	0.95	0.75	0.81	0.77	0.91	1.00
PSCT_02739	0.97	0.18	0.86	0.82	0.17	0.97	0.88	0.96	0.86	0.82	0.72	0.88	1.00
PSCT_02740	0.95	0.77	0.75	0.81	0.77	0.97	0.89	0.99	0.20	0.81	0.63	0.91	1.00
PSCT_02741	0.99	0.88	0.85	0.87	0.85	1.00	0.91	1.00	0.29	0.87	0.78	0.99	1.00
PSCT_02742	0.82	0.63	0.64	0.63	0.61	0.90	0.64	0.92	0.17	0.63	0.59	0.90	1.00
PSCT_02743	0.94	0.80	0.78	0.86	0.78	0.95	0.87	0.93	0.82	0.86	0.67	0.96	1.00
PSCT_02744	0.87	0.84	0.80	0.85	0.76	0.80	0.82	0.82	0.81	0.85	0.68	0.81	1.00
PSCT_02745	0.76	0.66	0.65	0.75	0.64	0.91	0.75	0.98	0.72	0.75	0.67	0.75	1.00
PSCT_02746	0.96	0.87	0.87	0.93	0.84	0.96	0.93	0.99	0.86	0.93	0.74	0.94	1.00
PSCT_02747	0.96	0.80	0.78	0.94	0.85	1.00	0.94	1.00	0.79	0.94	0.72	0.94	1.00
PSCT_02748	0.82	0.67	0.11	0.85	0.66	0.92	0.85	1.00	0.11	0.85	0.11	0.85	1.00
PSCT_02749	0.95	0.90	0.90	0.97	0.86	0.96	0.97	1.00	0.89	0.97	0.81	0.97	1.00
PSCT_02750	0.92	0.76	0.80	0.92	0.80	0.95	0.93	0.99	0.82	0.92	0.69	0.93	1.00
PSCT_02751	0.87	0.75	0.76	0.83	0.09	0.93	0.84	0.99	0.08	0.83	0.74	0.85	1.00
PSCT_02752	0.98	0.92	0.91	0.97	0.92	0.98	0.97	1.00	0.93	0.97	0.91	0.97	1.00
PSCT_02753	0.99	0.94	0.94	0.99	0.97	0.99	0.99	1.00	0.93	0.99	0.92	0.99	1.00
PSCT_02754	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.96	1.00	1.00
PSCT_02758	0.74	0.52	0.53	0.69	0.35	0.77	0.67	0.99	0.53	0.69	0.45	0.69	1.00
PSCT_02759	0.96	0.91	0.90	0.96	0.91	0.97	0.96	1.00	0.91	0.96	0.90	0.96	1.00
PSCT_02760	0.88	0.71	0.69	0.84	0.00	0.84	0.82	0.99	0.19	0.84	0.61	0.84	1.00
PSCT_02761	0.94	0.90	0.91	0.94	0.53	0.97	0.93	1.00	0.54	0.93	0.91	0.93	1.00
PSCT_02762	0.98	0.95	0.94	0.99	0.05	0.99	0.99	1.00	0.05	0.97	0.91	0.98	1.00
PSCT_02763	0.97	0.94	0.93	0.97	0.94	0.97	0.97	1.00	0.94	0.95	0.89	0.97	1.00
PSCT_02764	0.68	0.34	0.33	0.71	0.36	0.84	0.71	0.95	0.45	0.66	0.41	0.71	1.00
PSCT_02765	0.47	0.00	0.00	0.47	0.20	0.61	0.47	0.99	0.20	0.44	0.21	0.22	1.00
PSCT_02767	0.84	0.67	0.66	0.84	0.62	0.92	0.84	0.98	0.63	0.79	0.52	0.74	1.00
PSCT_02768	0.77	0.56	0.59	0.77	0.62	0.86	0.77	0.98	0.60	0.73	0.50	0.78	1.00
PSCT_02769	0.83	0.64	0.61	0.73	0.58	0.86	0.73	0.99	0.59	0.81	0.50	0.73	1.00
PSCT_02770	0.78	0.60	0.61	0.82	0.59	0.91	0.82	0.99	0.65	0.81	0.54	0.81	1.00
PSCT_02771	0.98	0.78	0.79	0.97	0.85	0.99	0.97	1.00	0.78	0.91	0.78	0.97	1.00
PSCT_02772	0.99	0.91	0.90	0.97	0.90	0.99	0.97	1.00	0.91	0.96	0.84	0.97	1.00
PSCT_02773	0.98	0.87	0.87	0.98	0.89	1.00	0.98	0.99	0.86	0.96	0.75	0.98	1.00
PSCT_02774	0.98	0.92	0.94	0.99	0.90	0.99	0.99	0.99	0.94	0.97	0.84	0.99	1.00
PSCT_02775	0.96	0.89	0.91	0.97	0.91	1.00	0.97	0.99	0.89	0.56	0.75	0.98	1.00
PSCT_02776	0.78	0.33	0.34	0.68	0.78	0.98	0.68	1.00	0.88	0.42	0.50	0.79	1.00
PSCT_02777	0.97	0.89	0.89	0.96	0.91	1.00	0.96	1.00	0.91	0.94	0.81	0.96	1.00
PSCT_02778	1.00	0.96	0.97	0.99	0.98	1.00	0.99	1.00	0.96	0.97	0.92	0.99	1.00
PSCT_02779	0.99	0.90	0.91	1.00	0.90	1.00	1.00	1.00	0.91	0.94	0.76	1.00	1.00
PSCT_02780	0.99	0.91	0.92	0.98	0.92	1.00	0.98	1.00	0.92	0.96	0.88	0.98	1.00
PSCT_02781	0.94	0.78	0.78	0.93	0.78	0.98	0.94	1.00	0.77	0.80	0.54	0.93	1.00
PSCT_02782	0.75	0.72	0.74	0.79	0.66	0.98	0.86	1.00	0.82	0.43	0.59	0.85	1.00
PSCT_02783	0.71	0.73	0.78	0.60	0.65	0.72	0.60	1.00	0.86	0.28	0.37	0.75	1.00
PSCT_02784	0.77	0.59	0.61	0.87	0.54	0.93	0.87	1.00	0.67	0.68	0.57	0.87	1.00
